PLAYER NAME,YEAR,YARDS,ATTEMPTS,YARDS PER ATTEMPT,TOUCHDOWNS,20+,40+,LONG,RUSHING 1ST DOWNS,RUSHING 1ST %,FUMBLES,PASS YARDS,PASS RECEPTIONS,PASS YARDS PER RECEPTION,PASS LONG,PASS TOUCHDOWNS,HOWGOOD RAW SCORE,PERCENTILE
A B Brown,1989,0.0503597122302158,0.019607843137254898,0.6373684210526316,0.0,0.0,0.0,0.06439393939393936,0.025641025641025633,0.592,0.0,0.007880220646178066,0.03418803418803417,0.06944444444444443,0.021739130434782598,0.0,1.5226227711685063,0.12987012987012986
A B Brown,1990,0.056960372296222396,0.021241830065359468,1.6803132063287052,0.0,0.0,0.0,0.09217171717171713,0.03924646781789637,1.9253333333333333,0.0,0.007880220646178066,0.03418803418803417,0.06944444444444443,0.021739130434782598,0.0,3.948518756726673,0.39473684210526316
A B Brown,1991,0.060530207191358466,0.026343870881685966,1.8474547068035392,0.047619047619047596,0.0,0.0,0.09823232323232317,0.046653875225303766,2.592,-0.0,0.007880220646178066,0.03418803418803417,0.06944444444444443,0.021739130434782598,0.0,4.852085860666697,0.5
A B Brown,1992,0.03822660718559153,0.04261046720631447,1.4342143589355842,0.047619047619047596,0.0,0.0,0.06508838383838379,0.02754879729669643,2.08974358974359,-0.3333333333333333,0.025062656641603998,0.027777777777777766,0.2160831509846827,0.07751937984496123,0.0,3.7581608837409006,0.41911764705882354
A J Dillon,2020,0.2004140786749482,0.0819964349376114,0.5430575035063114,0.09523809523809523,0.13333333333333333,0.0,0.0847457627118644,0.08333333333333333,0.2388805597201399,0.0,0.015981735159817333,0.012578616352201234,0.2855999999999999,0.05555555555555553,0.0,1.8307150085232111,0.25116279069767444
A J Dillon,2021,0.8157397491730324,0.3890571902742288,0.9520210889404851,0.3333333333333333,0.3,0.0,0.19383667180277345,0.4305555555555556,0.5057471264367815,-0.5,0.24886863992172212,0.25371336812525086,0.5339601354210748,0.2158119658119658,0.2222222222222222,4.894867047018425,0.6376146788990825
A J Dillon,2022,1.3624206153427165,0.6842952855123241,1.4036339921662915,0.6666666666666666,0.4666666666666666,0.0,0.2741938146599163,0.7502834467120181,0.8430804597701149,-0.5,0.4227083023689795,0.4481578125696954,0.7242310713816659,0.2832722832722832,0.2222222222222222,8.051832639311561,0.8676470588235294
A J Dillon,2023,1.5868159614771933,0.8732273132839973,1.2432231802954359,0.6666666666666666,0.38888888888888884,0.3333333333333333,0.32550247371675933,0.8802834467120181,0.9041999000499749,-0.5,0.6044216026701551,0.5793700458906966,0.7558881492021241,0.3492445054945055,0.2222222222222222,9.21328768990397,0.903954802259887
Aaron Craver,1991,0.0517626059794734,0.03401360544217687,0.3635327635327635,0.047619047619047596,0.0,0.0,0.0212121212121212,0.0296296296296296,0.4004004004004004,0.0,0.06492248062015503,0.06349206349206347,0.2701612903225806,0.11904761904761903,0.0,1.4657936272980303,0.136986301369863
Aaron Craver,1992,0.05777463002756953,0.03849791037491227,0.7477523175636382,0.047619047619047596,0.0,0.0,0.04898989898989897,0.0296296296296296,0.4004004004004004,0.0,0.06492248062015503,0.06349206349206347,0.2701612903225806,0.11904761904761903,0.0,1.8882872880875146,0.19117647058823528
Aaron Craver,1993,0.05777463002756953,0.03849791037491227,0.7477523175636382,0.047619047619047596,0.0,0.0,0.04898989898989897,0.0296296296296296,0.4004004004004004,0.0,0.06492248062015503,0.06349206349206347,0.2701612903225806,0.11904761904761903,0.0,1.8882872880875146,0.208955223880597
Aaron Craver,1994,0.038221761875811465,0.012817638266068734,1.3959842599132275,0.0,0.0,0.0,0.10694444444444444,0.014184397163120567,0.6666666666666666,0.0,0.2020460358056266,0.16,0.3279054916985951,0.11965811965811966,0.0,3.04442881549168,0.35
Aaron Craver,1995,0.24026971908357286,0.1052788844621514,1.6199838839645444,0.2380952380952381,0.08333333333333333,0.0,0.1543300653594771,0.16569954867827205,1.2366666666666666,-0.25,0.5300460358056266,0.43564102564102564,0.6139520033265021,0.272039072039072,0.16666666666666666,5.612002143122148,0.6013071895424836
Aaron Craver,1996,0.41723386858776806,0.1926862918695588,2.1686634267315923,0.3333333333333333,0.25,0.0,0.24766339869281043,0.22952933591231459,1.5635483870967741,-0.5833333333333334,0.8318753040983095,0.7451648351648351,0.8557102450847438,0.42680097680097684,0.3333333333333333,8.012209403373015,0.795774647887324
Aaron Craver,1997,0.4314748994875634,0.21070341966929526,1.6302320541825728,0.3333333333333333,0.31666666666666665,0.0,0.2403921568627451,0.22952933591231459,1.093538554255083,-0.5833333333333334,0.6568282298710838,0.6184981684981685,0.7257742965333568,0.37806484295845993,0.3333333333333333,6.615035958230643,0.6666666666666666
Aaron Craver,1998,0.33103823661735604,0.170576050358659,1.5643857574563134,0.19047619047619047,0.28888888888888886,0.0,0.23963352007469654,0.14090726615816937,1.0168718875884162,-0.6666666666666666,0.5619436982806697,0.6401544401544402,0.6362383450523738,0.4156063711976627,0.5,6.03005398563717,0.6776315789473685
Aaron Craver,1999,0.18217384124031213,0.10556653491436092,1.3226115855332552,0.09523809523809523,0.12222222222222219,0.0,0.17194121238238882,0.09068292110099757,0.926226403394545,-0.6666666666666666,0.413348260833758,0.47791745233605704,0.6580658970468063,0.3880374488918983,0.3333333333333333,4.620698541801364,0.5279503105590062
Aaron Hayden,1995,0.2936582318025617,0.1699867197875166,0.4895833333333333,0.14285714285714282,0.08333333333333333,0.0,0.065359477124183,0.13333333333333333,0.2866666666666667,0.0,0.047111111111111104,0.032051282051282035,0.35333333333333333,0.07619047619047617,0.0,2.173464440924273,0.23529411764705882
Aaron Hayden,1996,0.42027913187883925,0.2514682012689981,0.9107249823819591,0.14285714285714282,0.08333333333333333,0.0,0.10869281045751633,0.21134751773049643,0.7167741935483871,-0.3333333333333333,0.057273712737127336,0.039987789987789964,0.6707936507936508,0.11587301587301584,0.0,3.396072149514923,0.3591549295774648
Aaron Hayden,1997,0.5171060864094249,0.2936289390819098,1.527391649048626,0.19047619047619044,0.15,0.0,0.17732026143790847,0.25390070921985813,1.0864890411393409,-0.3333333333333333,0.06869635032798921,0.05665445665445664,0.8383063411489807,0.1406957109084768,0.0,4.967332402519829,0.4866666666666667
Aaron Stecker,2000,0.017588652482269467,0.014184397163120567,0.3340273212068084,0.0,0.0,0.0,0.0424242424242424,0.0163934426229508,0.5005005005005005,0.0,0.012224938875305598,0.007575757575757566,0.4879518072289158,0.06097560975609753,0.0,1.4938466698359685,0.14838709677419354
Aaron Stecker,2001,0.06460138509735266,0.045930428909152304,0.692236276430689,0.05555555555555553,0.0,0.0,0.09489337822671155,0.037670038367631636,0.7169507169507169,0.0,0.11037848600844458,0.0833333333333333,0.8079242590195493,0.1877872039589961,0.16666666666666666,3.063927728524799,0.3013698630136986
Aaron Stecker,2002,0.17733219170571024,0.08169032673801564,1.4968407628533573,0.05555555555555553,0.1111111111111111,0.3333333333333333,0.264433608111769,0.08705275441701434,1.2895232895232898,-0.3333333333333333,0.17138644356812627,0.175531914893617,0.9774313985865692,0.22624874242053453,0.16666666666666666,5.280804766151337,0.5894039735099338
Aaron Stecker,2003,0.2405712146194964,0.1123544144233799,1.5913574872118712,0.05555555555555553,0.1111111111111111,0.3333333333333333,0.26299297224490364,0.10912085025560196,1.080914680914681,-0.3333333333333333,0.20622032822223244,0.23178594455190196,0.6570188583733602,0.22510219249349683,0.3333333333333333,5.217438943310925,0.6012658227848101
Aaron Stecker,2004,0.34501720329553676,0.1552544573234228,1.7325974376721345,0.08333333333333333,0.3111111111111111,0.6666666666666666,0.3377965637151618,0.1545109211775878,1.1511311311311312,-0.6666666666666666,0.31669987461427335,0.4104143337066069,0.5370464065827266,0.20146520146520142,0.16666666666666666,5.903044641794893,0.6586826347305389
Aaron Stecker,2005,0.4709451738074946,0.24367756603050716,1.4280319376042423,0.08333333333333333,0.26666666666666666,0.3333333333333333,0.2515896671634376,0.2547880690737833,1.043023023023023,-0.6666666666666666,0.5764681727623541,0.6515490854796565,0.6351583146347544,0.3382173382173382,0.16666666666666666,6.076781681129925,0.6493506493506493
Aaron Stecker,2006,0.3965957080698608,0.20397708633002745,1.3353657546343396,0.08333333333333333,0.26666666666666666,0.3333333333333333,0.2223019670388091,0.2163265306122449,0.7511311311311312,-0.6666666666666666,0.7317522672308124,0.7460526315789474,0.7844234553325462,0.45230132186653926,0.0,5.856894520491925,0.6601307189542484
Aaron Stecker,2007,0.5411396296594773,0.29820032152242565,1.346643912196815,0.2380952380952381,0.12222222222222219,0.0,0.17527615334632876,0.35104875283446707,0.9042550403806948,-0.6666666666666666,0.7770301243674856,0.8074561403508772,0.786051239700544,0.4694970890623064,0.0,6.150249197072216,0.6556291390728477
Aaron Stecker,2008,0.3310903003102861,0.18522179677919506,1.454491830603944,0.2380952380952381,0.05555555555555553,0.0,0.12472970525889708,0.21446078431372548,0.7731239092495636,-0.3333333333333333,0.5087791211849758,0.547293538724861,0.6919390322550033,0.336836605337993,0.16666666666666666,5.294950751002571,0.5870967741935483
Aaron Stecker,2009,0.33517175274267746,0.18754763318574896,1.474778351570168,0.2380952380952381,0.05555555555555553,0.0,0.12865879882614853,0.21446078431372548,0.7731239092495636,-0.3333333333333333,0.3416328905577061,0.4296106118955927,0.5922482899310322,0.21153467297084316,0.16666666666666666,4.815751822227333,0.5286624203821656
Abdul Karim Al Jabbar,1996,0.851258581235698,0.4548148148148148,0.5072343004317855,0.5238095238095238,0.25,0.0,0.09666666666666666,0.45390070921985815,0.44731182795698926,-1.3333333333333333,0.141260162601626,0.18253968253968256,0.19185645272601795,0.09126984126984126,0.0,2.85858922993917,0.2887323943661972
Abdul Karim Al Jabbar,1997,1.434837253136254,0.8276738398477529,0.9274934288181225,1.2380952380952381,0.3833333333333333,0.0,0.16856209150326795,0.9078014184397163,0.8917562724014338,-2.0833333333333335,0.4122881999848036,0.4242063492063492,0.4659681278529215,0.21892941573792637,0.16666666666666666,6.384278301690453,0.66
Abdul Karim Al Jabbar,1998,2.008828284526389,1.1685829307568438,1.409602656690062,1.5238095238095237,0.8833333333333333,0.3333333333333333,0.3024906629318394,1.1782416700120433,1.2450896057347671,-2.75,0.5233993110959146,0.6133955383955384,0.6131542750390687,0.2886968575983915,0.16666666666666666,9.508624649923716,0.8881578947368421
Abdul Karim Al Jabbar,1999,1.4701794679552498,0.9021739130434782,1.3082668056349869,1.0476190476190477,0.7000000000000001,0.3333333333333333,0.273131688572865,0.8603953825608928,1.078058058058058,-1.4166666666666667,0.4657212380465275,0.56263880159229,0.5819864880232373,0.28953227948644494,0.3333333333333333,8.789703170593079,0.8757763975155279
Abdul Karim Al Jabbar,2000,0.8854660442816441,0.5304969211074669,0.6294058801853145,0.3333333333333333,0.5666666666666667,0.3333333333333333,0.1951756576756577,0.40649467334103456,0.6336136136136136,-0.6666666666666666,0.1946932006633499,0.3209721349256233,0.3078748128963337,0.16187270501835982,0.16666666666666666,4.999398977041732,0.6
Adam Prentice,2021,0.0038314176245210665,0.004926108374384233,0.15873015873015875,0.0,0.0,0.0,0.006060606060606034,0.013888888888888867,0.6666666666666666,0.0,0.011904761904761899,0.021276595744680837,0.14388489208633093,0.032051282051282035,0.0,1.0632213781322812,0.13302752293577982
Adam Prentice,2022,0.010221193982348532,0.011275314723590566,0.4041847041847042,0.0,0.0,0.0,0.014989177489177434,0.034297052154194964,1.6666666666666667,0.0,0.01949969861362263,0.04210992907801417,0.22147109898288264,0.0479242979242979,0.0,2.4726391337995,0.3333333333333333
Adam Prentice,2023,0.018537202298356797,0.014319454754031966,1.070851370851371,0.0,0.0,0.0,0.038798701298701235,0.04096371882086163,2.5,-0.5,0.03013799648596303,0.05518182450285077,0.4092645262129296,0.07222985347985343,0.0,3.7502846487049193,0.4463276836158192
Adam Walker,1993,0.013888888888888867,0.0080128205128205,0.45333333333333337,0.0,0.0,0.0,0.03741496598639454,0.0072463768115942,0.37878787878787873,0.0,0.0035842293906809997,0.006944444444444434,0.11851851851851851,0.016260162601626,0.0,1.0439916192761804,0.07462686567164178
Adam Walker,1994,0.05433832709113601,0.02606837606837603,1.0397586726998493,0.047619047619047596,0.0,0.0,0.09574829931972788,0.028522972556275034,0.8412503412503414,0.0,0.0035842293906809997,0.006944444444444434,0.11851851851851851,0.016260162601626,0.0,2.2786133915600235,0.25
Adam Walker,1995,0.08182973602584387,0.044660673545135636,1.4588062917474682,0.09523809523809519,0.0,0.0,0.14803588101907428,0.0467047907380932,1.197917007917008,-0.25,0.07291756272401433,0.07745726495726495,0.35488215488215485,0.08768873403019739,0.0,3.416138192824351,0.37254901960784315
Adger Armstrong,1981,0.09062693978895094,0.041835357624831294,0.6038047973531845,0.0,0.0,0.0,0.0697674418604651,0.022988505747126433,0.25146198830409355,-0.1666666666666666,0.20546932742054694,0.19727891156462585,0.2778610694652674,0.16,0.1111111111111111,1.8655387835735366,0.15060240963855423
Adger Armstrong,1982,0.1083574362428516,0.06102000990300873,0.8538047973531846,0.0,0.0,0.0,0.09060077519379843,0.03308951584813653,0.5017122385543438,-0.1666666666666666,0.30587093384624975,0.326311169629142,0.45611418889485744,0.21833333333333335,0.1111111111111111,2.8996588432433508,0.32727272727272727
Adger Armstrong,1983,0.12758820547362082,0.07020636160904546,1.3916199234036046,0.0,0.0,0.0,0.11143410852713176,0.03308951584813653,0.5017122385543438,-0.1666666666666666,0.4409216754543684,0.43047783629580866,0.7486262661895434,0.3497435897435897,0.4444444444444444,4.483197498876971,0.5189873417721519
Adger Armstrong,1984,0.06176068216898786,0.0423180053789143,1.2411484593837534,0.09523809523809523,0.0,0.0,0.0705128205128205,0.023989898989898967,0.6237329766741532,-0.20000000000000004,0.40351957492457774,0.4078020993343574,0.7035811612475577,0.2579254079254079,0.8333333333333334,4.564862515111858,0.5617283950617284
Adger Armstrong,1985,0.04792123629874473,0.025994583429778336,1.3661484593837534,0.09523809523809523,0.0,0.0,0.07227835723598433,0.0199494949494949,1.374483727424904,-0.20000000000000004,0.3062775261608022,0.2932625948930297,0.5806203009016958,0.20920745920745917,1.0,5.1913818351237415,0.6064516129032258
